title,country_association,university_association,Originality,Method,Credibility,Understandability,Relevance,Quality of Citations,Linguistic style and soundness of grammar,Overall score
AI_paper_45,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,8,7,9,8,8,8.0
AI_paper_45,Egypt,Cairo University,9,8,7,8,9,7,8,8
AI_paper_45,Egypt,Alexandria University,9,9,8,7,9,8,8,8.25
AI_paper_45,Egypt,Zagazig University,9,8,7,8,9,7,8,8
AI_paper_45,Australia,The University of Melbourne,8,9,9,7,9,8,8,8.25
AI_paper_45,Australia,The University of Adelaide,9,8,8,7,9,8,9,8.0
AI_paper_45,Australia,Queensland University of Technology (QUT),9,8,7,8,9,8,9,8.3
AI_paper_45,Germany,Technical University of Munich,9,8,9,8,9,8,9,8.5
AI_paper_45,Germany,University of Potsdam,8,9,7,8,9,8,8,8.0
AI_paper_45,Germany,Leibniz University Hannover,9,8,7,6,9,8,8,8
AI_paper_45,South Africa,University of Cape Town,9,8,7,6,9,8,7,7.75
AI_paper_45,South Africa,University of South Africa,8,9,7,8,9,8,8,8.0
AI_paper_45,South Africa,University of the Free State,9,8,7,6,9,7,8,7.75
AT_paper_109,Switzerland,ETH Zurich,8,9,9,7,8,9,8,8.25
AT_paper_109,Switzerland,University of Lausanne,9,8,7,6,8,7,8,7.5
AT_paper_109,Switzerland,Zurich University of Applied Sciences (ZHAW),9,8,7,8,9,8,9,8.125
AT_paper_109,England,University of Cambridge,9,8,7,6,8,8,9,8
AT_paper_109,England,University of Dundee,9,8,7,6,8,8,8,7.71
AT_paper_109,England,University of Wolverhampton,9,8,7,6,7,8,9,7.5
AT_paper_109,China,Peking University,8,9,7,6,8,7,8,7.5
AT_paper_109,China,Dalian University of Technology,9,8,7,6,8,7,8,7.5
AT_paper_109,China,China University of Mining and Technology,8,9,7,6,8,7,7,7.5
AT_paper_109,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,8,8
AT_paper_109,India,University of Delhi,8,9,7,6,8,7,8,7.5
AT_paper_109,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,6,8,7,8,7.5
AT_paper_109,Iran,Sharif University of Technology,9,8,7,6,8,7,8,7.5
AT_paper_109,Iran,Shiraz University,9,8,7,6,8,7,8,7.5
AT_paper_109,Iran,Ferdowsi University of Mashhad,8,9,7,6,8,7,8,7.5
AT_paper_109,USA,Massachusetts Institute of Technology,9,8,9,7,8,8,9,8
AT_paper_109,USA,University of Houston,9,8,8,7,9,8,9,8.25
AT_paper_109,USA,Western Washington University,8,9,8,7,9,8,8,8
AT_paper_109,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
AT_paper_109,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
AT_paper_109,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,6,8,8,7,7.5
AT_paper_109,Egypt,Cairo University,9,8,7,6,9,8,7,7.75
AT_paper_109,Egypt,Alexandria University,9,8,7,7,8,8,8,7.875
AT_paper_109,Egypt,Zagazig University,9,8,7,6,8,7,8,7.5
AT_paper_109,Australia,The University of Melbourne,9,8,7,6,8,9,9,8
AT_paper_109,Australia,The University of Adelaide,8,9,7,6,8,8,8,7.71
AT_paper_109,Australia,Queensland University of Technology (QUT),9,8,7,6,8,7,9,7.5
AT_paper_109,Germany,Technical University of Munich,8,9,7,8,9,8,9,8.3
AT_paper_109,Germany,University of Potsdam,9,8,7,6,8,7,8,7.5
AT_paper_109,Germany,Leibniz University Hannover,9,8,8,7,9,8,8,8
AT_paper_109,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
AT_paper_109,South Africa,University of South Africa,9,8,7,6,8,7,8,7.5
AT_paper_109,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
EM_paper_63,Switzerland,ETH Zurich,8,9,9,7,8,9,9,8
EM_paper_63,Switzerland,University of Lausanne,7,9,8,6,8,7,8,7.5
EM_paper_63,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,8,7,8,7.5
EM_paper_63,England,University of Cambridge,8,9,9,7,8,9,8,8.3
EM_paper_63,England,University of Dundee,7,8,9,6,7,8,9,7.5
EM_paper_63,England,University of Wolverhampton,8,9,7,6,8,7,8,7.5
EM_paper_63,China,Peking University,7,8,9,6,8,7,8,7.5
EM_paper_63,China,Dalian University of Technology,7,8,9,6,7,8,8,7.5
EM_paper_63,China,China University of Mining and Technology,8,9,7,8,8,7,8,8
EM_paper_63,India,Indian Institute of Technology Bombay (IITB),7,8,9,6,8,7,8,7.5
EM_paper_63,India,University of Delhi,7,8,9,6,7,8,7,7.5
EM_paper_63,India,Indian Institute of Technology Hyderabad (IITH),8,7,9,6,8,7,8,7.5
EM_paper_63,Iran,Sharif University of Technology,7,8,9,6,8,7,7,7.5
EM_paper_63,Iran,Shiraz University,7,8,9,6,7,8,7,7
EM_paper_63,Iran,Ferdowsi University of Mashhad,8,7,9,6,8,7,8,7.5
EM_paper_63,USA,Massachusetts Institute of Technology,8,9,10,7,9,9,8,8.5
EM_paper_63,USA,University of Houston,8,9,8,7,9,8,8,8
EM_paper_63,USA,Western Washington University,7,8,9,6,8,7,8,7.5
EM_paper_63,Brazil,University of Sao Paulo,8,9,8,7,9,8,8,8.0
EM_paper_63,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
EM_paper_63,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,8,7,8,7,8,8
EM_paper_63,Egypt,Cairo University,8,9,7,6,8,7,7,7.5
EM_paper_63,Egypt,Alexandria University,7,8,9,6,8,7,7,7.5
EM_paper_63,Egypt,Zagazig University,7,8,9,6,7,8,7,7.5
EM_paper_63,Australia,The University of Melbourne,7,8,9,6,7,8,8,7.5
EM_paper_63,Australia,The University of Adelaide,8,9,8,7,9,8,8,8.0
EM_paper_63,Australia,Queensland University of Technology (QUT),8,9,7,6,8,8,8,7.67
EM_paper_63,Germany,Technical University of Munich,6,8,9,7,8,7,9,8
EM_paper_63,Germany,University of Potsdam,7,9,8,6,7,8,7,7
EM_paper_63,Germany,Leibniz University Hannover,7,8,9,6,8,7,8,7.5
EM_paper_63,South Africa,University of Cape Town,8,7,9,6,8,7,8,7.5
EM_paper_63,South Africa,University of South Africa,8,9,7,6,8,8,7,7
EM_paper_63,South Africa,University of the Free State,7,8,9,6,8,7,7,7.5
AT_paper_8,Switzerland,ETH Zurich,9,8,8,7,9,8,8,8.0
AT_paper_8,Switzerland,University of Lausanne,9,8,7,6,8,8,9,8
AT_paper_8,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,8,8,8,8
AT_paper_8,England,University of Cambridge,9,8,8,7,9,8,9,8.0
AT_paper_8,England,University of Dundee,9,8,7,6,8,7,8,7.5
AT_paper_8,England,University of Wolverhampton,8,9,7,6,9,8,9,8
AT_paper_8,China,Peking University,8,9,7,6,8,8,7,7.5
AT_paper_8,China,Dalian University of Technology,9,8,7,6,9,8,7,7.75
AT_paper_8,China,China University of Mining and Technology,9,8,7,6,9,8,7,7.75
AT_paper_8,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,8,7,8,7.5
AT_paper_8,India,University of Delhi,9,8,7,6,8,7,8,7.5
AT_paper_8,India,Indian Institute of Technology Hyderabad (IITH),8,9,8,7,9,7,8,8
AT_paper_8,Iran,Sharif University of Technology,9,8,7,6,8,7,8,7.5
AT_paper_8,Iran,Shiraz University,8,9,7,6,8,7,8,7.5
AT_paper_8,Iran,Ferdowsi University of Mashhad,9,8,7,6,8,7,8,7.5
AT_paper_8,USA,Massachusetts Institute of Technology,8,9,9,7,8,8,8,8
AT_paper_8,USA,University of Houston,9,8,8,7,9,8,8,8.0
AT_paper_8,USA,Western Washington University,9,8,7,6,9,8,8,8
AT_paper_8,Brazil,University of Sao Paulo,8,9,7,6,8,7,7,7.5
AT_paper_8,Brazil,Universidade de Brasília,8,9,7,6,9,8,8,8
AT_paper_8,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,8,7,8,7.5
AT_paper_8,Egypt,Cairo University,8,9,7,6,8,7,8,7.5
AT_paper_8,Egypt,Alexandria University,8,7,9,6,8,7,8,7.5
AT_paper_8,Egypt,Zagazig University,9,8,7,6,8,7,8,7.5
AT_paper_8,Australia,The University of Melbourne,9,8,9,7,8,8,8,8
AT_paper_8,Australia,The University of Adelaide,9,8,9,7,8,8,8,8
AT_paper_8,Australia,Queensland University of Technology (QUT),9,8,9,7,8,8,8,8.0
AT_paper_8,Germany,Technical University of Munich,9,8,9,7,8,8,8,8
AT_paper_8,Germany,University of Potsdam,8,9,7,6,8,8,8,7.5
AT_paper_8,Germany,Leibniz University Hannover,8,9,7,6,9,8,7,7.75
AT_paper_8,South Africa,University of Cape Town,9,8,7,6,8,7,8,7.5
AT_paper_8,South Africa,University of South Africa,9,8,7,6,8,8,8,7.71
AT_paper_8,South Africa,University of the Free State,9,8,7,6,8,7,8,7.5
AI_paper_32,Switzerland,ETH Zurich,8,7,9,6,9,8,7,7.5
AI_paper_32,Switzerland,University of Lausanne,8,9,8,7,9,8,9,8.25
AI_paper_32,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.3
AI_paper_32,England,University of Cambridge,8,9,9,7,9,8,8,8.25
AI_paper_32,England,University of Dundee,8,9,9,7,10,8,9,8.5
AI_paper_32,England,University of Wolverhampton,8,9,7,6,9,7,8,8
AI_paper_32,China,Peking University,8,9,9,7,10,8,8,8.5
AI_paper_32,China,Dalian University of Technology,8,9,7,8,9,7,8,8
AI_paper_32,China,China University of Mining and Technology,9,8,7,8,9,7,8,8
AI_paper_32,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,8,8
AI_paper_32,India,University of Delhi,8,9,8,7,9,8,8,8
AI_paper_32,India,Indian Institute of Technology Hyderabad (IITH),7,8,9,7,8,8,8,7.875
AI_paper_32,Iran,Sharif University of Technology,7,8,9,7,8,8,8,8
AI_paper_32,Iran,Shiraz University,8,9,7,6,9,7,8,7.67
AI_paper_32,Iran,Ferdowsi University of Mashhad,7,8,9,7,9,8,8,8
AI_paper_32,USA,Massachusetts Institute of Technology,8,9,9,7,10,8,8,8.5
AI_paper_32,USA,University of Houston,8,7,9,6,9,8,7,7.75
AI_paper_32,USA,Western Washington University,8,9,7,7,9,8,8,8
AI_paper_32,Brazil,University of Sao Paulo,8,9,7,7,9,6,8,8
AI_paper_32,Brazil,Universidade de Brasília,8,9,9,7,10,8,8,8.5
AI_paper_32,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,7,8,8
AI_paper_32,Egypt,Cairo University,7,8,9,7,8,8,8,7.875
AI_paper_32,Egypt,Alexandria University,8,9,9,7,9,8,8,8.25
AI_paper_32,Egypt,Zagazig University,8,7,9,6,8,7,8,7.5
AI_paper_32,Australia,The University of Melbourne,8,9,7,6,8,7,8,7.5
AI_paper_32,Australia,The University of Adelaide,8,9,7,8,9,8,8,8
AI_paper_32,Australia,Queensland University of Technology (QUT),8,9,9,7,9,8,8,8.5
AI_paper_32,Germany,Technical University of Munich,8,9,9,7,8,8,8,8.0
AI_paper_32,Germany,University of Potsdam,8,9,8,7,9,7,8,8
AI_paper_32,Germany,Leibniz University Hannover,8,9,9,7,8,8,9,8
AI_paper_32,South Africa,University of Cape Town,8,9,9,7,10,9,8,8.5
AI_paper_32,South Africa,University of South Africa,8,9,7,8,9,8,8,8
AI_paper_32,South Africa,University of the Free State,8,9,7,6,9,7,8,7.75
CP_paper_88,Switzerland,ETH Zurich,9,8,7,6,9,8,8,7.88
CP_paper_88,Switzerland,University of Lausanne,8,9,7,6,9,8,8,8
CP_paper_88,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,8,7,9,9,8,8.3
CP_paper_88,England,University of Cambridge,8,9,9,7,8,8,8,8
CP_paper_88,England,University of Dundee,8,7,9,6,8,7,8,7.5
CP_paper_88,England,University of Wolverhampton,8,9,7,6,9,8,7,8
CP_paper_88,China,Peking University,7,8,9,7,8,8,8,7.83
CP_paper_88,China,Dalian University of Technology,8,9,7,8,9,8,9,8
CP_paper_88,China,China University of Mining and Technology,7,8,9,6,8,7,8,7.5
CP_paper_88,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,9,8,8,8.0
CP_paper_88,India,University of Delhi,8,9,7,6,8,7,8,7.5
CP_paper_88,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,8,7.5
CP_paper_88,Iran,Sharif University of Technology,8,9,7,8,9,8,8,8.1
CP_paper_88,Iran,Shiraz University,7,8,9,6,8,7,8,7.5
CP_paper_88,Iran,Ferdowsi University of Mashhad,8,9,7,6,8,8,7,7.5
CP_paper_88,USA,Massachusetts Institute of Technology,8,9,9,7,8,9,8,8.25
CP_paper_88,USA,University of Houston,7,8,9,6,9,8,7,7.75
CP_paper_88,USA,Western Washington University,8,9,7,6,8,7,8,7.5
CP_paper_88,Brazil,University of Sao Paulo,8,9,7,8,9,8,9,8.25
CP_paper_88,Brazil,Universidade de Brasília,8,9,7,6,9,7,8,7.75
CP_paper_88,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,8,8,8.0
CP_paper_88,Egypt,Cairo University,8,9,7,6,9,8,7,7.67
CP_paper_88,Egypt,Alexandria University,8,7,8,7,9,8,8,7.8
CP_paper_88,Egypt,Zagazig University,8,9,7,6,8,7,6,7
CP_paper_88,Australia,The University of Melbourne,8,9,7,8,9,7,8,8
CP_paper_88,Australia,The University of Adelaide,8,9,7,6,8,7,8,7.5
CP_paper_88,Australia,Queensland University of Technology (QUT),8,9,7,6,8,9,8,8
CP_paper_88,Germany,Technical University of Munich,8,9,9,7,8,8,8,8
CP_paper_88,Germany,University of Potsdam,8,9,7,8,9,7,8,8
CP_paper_88,Germany,Leibniz University Hannover,8,9,7,6,8,9,8,8
CP_paper_88,South Africa,University of Cape Town,8,9,7,6,9,8,8,8
CP_paper_88,South Africa,University of South Africa,8,9,8,7,9,8,8,8
CP_paper_88,South Africa,University of the Free State,8,9,7,6,9,8,7,8
EM_paper_168,Switzerland,ETH Zurich,8,9,7,6,9,8,8,8
EM_paper_168,Switzerland,University of Lausanne,8,9,9,7,9,8,8,8.3
EM_paper_168,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,8,9,8,8.5
EM_paper_168,England,University of Cambridge,8,9,9,7,8,8,9,8.25
EM_paper_168,England,University of Dundee,8,9,8,7,9,8,9,8
EM_paper_168,England,University of Wolverhampton,8,9,7,6,8,7,8,7
EM_paper_168,China,Peking University,7,8,9,6,8,7,8,7.5
EM_paper_168,China,Dalian University of Technology,8,9,8,7,9,8,8,8
EM_paper_168,China,China University of Mining and Technology,8,9,7,8,9,7,8,8
EM_paper_168,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,7,7.75
EM_paper_168,India,University of Delhi,7,8,9,8,9,8,8,8.0
EM_paper_168,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,8,9,8,8,8.0
EM_paper_168,Iran,Sharif University of Technology,7,8,9,6,8,7,8,7.5
EM_paper_168,Iran,Shiraz University,9,8,7,8,9,7,8,8
EM_paper_168,Iran,Ferdowsi University of Mashhad,7,8,9,6,8,7,8,7.5
EM_paper_168,USA,Massachusetts Institute of Technology,8,9,9,7,8,9,8,8
EM_paper_168,USA,University of Houston,8,9,7,6,8,7,8,7.5
EM_paper_168,USA,Western Washington University,8,9,7,8,9,8,8,8
EM_paper_168,Brazil,University of Sao Paulo,8,9,8,7,9,8,8,8
EM_paper_168,Brazil,Universidade de Brasília,8,9,7,6,9,8,8,8
EM_paper_168,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,8,7,9,8,7,8
EM_paper_168,Egypt,Cairo University,8,9,7,6,9,8,7,7.75
EM_paper_168,Egypt,Alexandria University,8,9,9,7,8,8,8,8
EM_paper_168,Egypt,Zagazig University,9,8,7,7,9,8,8,8
EM_paper_168,Australia,The University of Melbourne,8,9,9,7,9,8,8,8.25
EM_paper_168,Australia,The University of Adelaide,8,9,9,7,9,8,8,8.5
EM_paper_168,Australia,Queensland University of Technology (QUT),9,8,7,7,9,8,8,8
EM_paper_168,Germany,Technical University of Munich,8,9,9,7,8,9,8,8.25
EM_paper_168,Germany,University of Potsdam,8,9,9,7,8,8,9,8
EM_paper_168,Germany,Leibniz University Hannover,8,9,7,8,9,8,8,8
EM_paper_168,South Africa,University of Cape Town,8,9,7,6,8,8,9,8
EM_paper_168,South Africa,University of South Africa,8,9,7,6,8,8,7,7.5
EM_paper_168,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
AI_paper_54,Switzerland,ETH Zurich,9,8,9,7,8,8,8,8
AI_paper_54,Switzerland,University of Lausanne,8,9,8,7,9,7,8,8
AI_paper_54,Switzerland,Zurich University of Applied Sciences (ZHAW),9,8,7,6,8,8,9,8
AI_paper_54,England,University of Cambridge,9,8,7,8,9,7,8,8.0
AI_paper_54,England,University of Dundee,9,8,7,8,9,7,8,8
AI_paper_54,England,University of Wolverhampton,8,9,7,6,9,8,7,7.75
AI_paper_54,China,Peking University,8,9,7,6,9,8,7,7.75
AI_paper_54,China,Dalian University of Technology,9,8,7,8,9,7,8,8
AI_paper_54,China,China University of Mining and Technology,9,8,7,7,8,6,8,7.5
AI_paper_54,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,9,7,8,8
AI_paper_54,India,University of Delhi,9,8,7,8,9,7,8,8
AI_paper_54,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,9,7,8,8
AI_paper_54,Iran,Sharif University of Technology,8,9,7,6,8,7,8,7.5
AI_paper_54,Iran,Shiraz University,8,9,7,6,9,8,7,7.83
AI_paper_54,Iran,Ferdowsi University of Mashhad,9,8,7,8,9,8,8,8.0
AI_paper_54,USA,Massachusetts Institute of Technology,9,8,8,7,9,8,8,8
AI_paper_54,USA,University of Houston,9,8,7,6,9,8,8,7.88
AI_paper_54,USA,Western Washington University,9,8,8,7,9,7,8,8
AI_paper_54,Brazil,University of Sao Paulo,9,8,7,6,9,8,8,8
AI_paper_54,Brazil,Universidade de Brasília,8,9,7,6,9,8,7,7.75
AI_paper_54,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,9,7,8,7.75
AI_paper_54,Egypt,Cairo University,9,8,7,6,9,7,8,7.75
AI_paper_54,Egypt,Alexandria University,9,8,7,6,9,8,7,7.75
AI_paper_54,Egypt,Zagazig University,9,8,7,6,9,8,7,7.75
AI_paper_54,Australia,The University of Melbourne,9,8,7,6,8,8,9,7.88
AI_paper_54,Australia,The University of Adelaide,9,8,7,6,9,8,8,8
AI_paper_54,Australia,Queensland University of Technology (QUT),9,8,7,6,8,7,9,7.67
AI_paper_54,Germany,Technical University of Munich,9,8,7,6,9,8,8,8
AI_paper_54,Germany,University of Potsdam,9,8,9,7,8,8,8,8
AI_paper_54,Germany,Leibniz University Hannover,9,8,8,7,9,8,8,8.0
AI_paper_54,South Africa,University of Cape Town,8,9,7,6,9,7,8,8
AI_paper_54,South Africa,University of South Africa,9,8,9,7,8,8,8,8.1
AI_paper_54,South Africa,University of the Free State,9,8,7,8,9,8,8,8
AI_paper_15,Switzerland,ETH Zurich,8,9,7,6,9,8,8,8
AI_paper_15,Switzerland,University of Lausanne,8,9,7,8,9,8,8,8.0
AI_paper_15,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,8,9,8,9,8.5
AI_paper_15,England,University of Cambridge,8,9,7,8,9,8,8,8.0
AI_paper_15,England,University of Dundee,8,7,9,6,8,7,8,7.5
AI_paper_15,England,University of Wolverhampton,8,9,7,9,8,8,9,8.25
AI_paper_15,China,Peking University,8,9,7,8,9,8,8,8.0
AI_paper_15,China,Dalian University of Technology,8,9,7,8,9,7,8,8.0
AI_paper_15,China,China University of Mining and Technology,8,9,7,9,8,8,9,8.25
AI_paper_15,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,8,8
AI_paper_15,India,University of Delhi,8,9,7,8,9,8,9,8.0
AI_paper_15,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,8,7.5
AI_paper_15,Iran,Sharif University of Technology,8,9,7,8,9,8,8,8.1
AI_paper_15,Iran,Shiraz University,8,9,7,8,9,7,8,8
AI_paper_15,Iran,Ferdowsi University of Mashhad,8,9,7,6,8,7,8,7.5
AI_paper_15,USA,Massachusetts Institute of Technology,8,9,9,7,8,8,9,8.25
AI_paper_15,USA,University of Houston,7,8,9,6,7,8,8,7.5
AI_paper_15,USA,Western Washington University,8,7,9,6,8,8,8,7.71
AI_paper_15,Brazil,University of Sao Paulo,9,8,7,8,9,8,8,8.0
AI_paper_15,Brazil,Universidade de Brasília,8,9,7,7,8,7,8,7.75
AI_paper_15,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,8,9,8.25
AI_paper_15,Egypt,Cairo University,8,7,8,6,9,7,8,7.5
AI_paper_15,Egypt,Alexandria University,8,9,7,8,9,8,7,8.0
AI_paper_15,Egypt,Zagazig University,8,7,8,6,9,7,8,7.5
AI_paper_15,Australia,The University of Melbourne,8,9,7,8,9,8,8,8
AI_paper_15,Australia,The University of Adelaide,8,9,7,8,9,8,9,8.25
AI_paper_15,Australia,Queensland University of Technology (QUT),9,8,7,8,8,7,8,8
AI_paper_15,Germany,Technical University of Munich,8,9,7,8,9,8,9,8.5
AI_paper_15,Germany,University of Potsdam,8,9,7,8,9,8,9,8.5
AI_paper_15,Germany,Leibniz University Hannover,8,9,7,6,9,8,9,8
AI_paper_15,South Africa,University of Cape Town,9,8,7,8,9,8,8,8.0
AI_paper_15,South Africa,University of South Africa,8,9,9,7,8,8,8,8.0
AI_paper_15,South Africa,University of the Free State,8,9,7,8,9,7,8,8
AI_paper_39,Switzerland,ETH Zurich,9,8,9,7,10,8,8,8.5
AI_paper_39,Switzerland,University of Lausanne,8,9,9,7,9,8,8,8.25
AI_paper_39,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.14
AI_paper_39,England,University of Cambridge,8,9,7,8,9,8,9,8.2
AI_paper_39,England,University of Dundee,8,9,7,6,9,8,8,8
AI_paper_39,England,University of Wolverhampton,8,9,7,6,9,8,7,7.75
AI_paper_39,China,Peking University,9,8,9,7,10,8,8,8.5
AI_paper_39,China,Dalian University of Technology,8,9,7,8,9,7,8,8
AI_paper_39,China,China University of Mining and Technology,8,9,7,6,10,8,9,8.0
AI_paper_39,India,Indian Institute of Technology Bombay (IITB),9,8,8,7,9,8,8,8.0
AI_paper_39,India,University of Delhi,9,8,7,6,9,7,8,7.67
AI_paper_39,India,Indian Institute of Technology Hyderabad (IITH),8,9,9,7,10,8,8,8.5
AI_paper_39,Iran,Sharif University of Technology,8,9,7,8,9,7,8,8
AI_paper_39,Iran,Shiraz University,9,8,7,6,9,8,7,8
AI_paper_39,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,7,8,7
AI_paper_39,USA,Massachusetts Institute of Technology,9,8,7,6,9,8,8,8
AI_paper_39,USA,University of Houston,8,9,7,6,9,7,8,7
AI_paper_39,USA,Western Washington University,8,9,8,7,9,8,8,8.0
AI_paper_39,Brazil,University of Sao Paulo,9,8,8,7,9,7,8,8
AI_paper_39,Brazil,Universidade de Brasília,8,9,9,7,9,8,8,8.3
AI_paper_39,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,7,8,8.0
AI_paper_39,Egypt,Cairo University,8,9,7,6,9,8,7,8
AI_paper_39,Egypt,Alexandria University,8,9,7,6,9,7,8,7.75
AI_paper_39,Egypt,Zagazig University,9,8,7,6,9,8,7,7.75
AI_paper_39,Australia,The University of Melbourne,9,8,9,7,10,8,8,8.5
AI_paper_39,Australia,The University of Adelaide,8,9,9,7,9,8,8,8.25
AI_paper_39,Australia,Queensland University of Technology (QUT),9,8,9,7,10,8,8,8.5
AI_paper_39,Germany,Technical University of Munich,8,9,8,7,9,8,9,8.0
AI_paper_39,Germany,University of Potsdam,8,9,9,7,9,8,8,8.0
AI_paper_39,Germany,Leibniz University Hannover,8,9,9,7,10,8,8,8.5
AI_paper_39,South Africa,University of Cape Town,9,8,9,7,10,8,8,8.5
AI_paper_39,South Africa,University of South Africa,9,8,8,7,9,7,8,8
AI_paper_39,South Africa,University of the Free State,8,9,7,6,9,7,8,7.75
AP_paper_26,Switzerland,ETH Zurich,8,9,9,7,8,9,8,8.25
AP_paper_26,Switzerland,University of Lausanne,8,7,9,7,8,8,9,8
AP_paper_26,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,8,7,8,7.5
AP_paper_26,England,University of Cambridge,8,9,7,8,9,8,9,8.25
AP_paper_26,England,University of Dundee,8,7,9,8,9,8,8,8
AP_paper_26,England,University of Wolverhampton,7,8,9,7,8,8,9,8
AP_paper_26,China,Peking University,8,7,9,8,9,8,9,8.14
AP_paper_26,China,Dalian University of Technology,8,7,9,8,9,7,8,8
AP_paper_26,China,China University of Mining and Technology,7,8,8,6,9,7,7,7.5
AP_paper_26,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,8,7,8,7.5
AP_paper_26,India,University of Delhi,8,7,8,6,9,7,8,7.5
AP_paper_26,India,Indian Institute of Technology Hyderabad (IITH),8,7,9,6,8,7,8,7.5
AP_paper_26,Iran,Sharif University of Technology,8,7,8,7,9,7,8,7.75
AP_paper_26,Iran,Shiraz University,8,7,9,6,8,7,8,7.5
AP_paper_26,Iran,Ferdowsi University of Mashhad,8,7,8,7,9,8,8,7.875
AP_paper_26,USA,Massachusetts Institute of Technology,8,7,9,8,9,7,8,8
AP_paper_26,USA,University of Houston,8,7,9,8,9,7,8,8
AP_paper_26,USA,Western Washington University,8,7,9,8,8,7,8,8
AP_paper_26,Brazil,University of Sao Paulo,8,7,9,6,8,7,8,7.5
AP_paper_26,Brazil,Universidade de Brasília,8,8,9,7,9,8,8,8
AP_paper_26,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,8,9,7,8,8
AP_paper_26,Egypt,Cairo University,8,7,9,6,8,7,8,7.5
AP_paper_26,Egypt,Alexandria University,8,7,9,6,9,8,8,7.875
AP_paper_26,Egypt,Zagazig University,8,7,9,6,9,7,8,7.75
AP_paper_26,Australia,The University of Melbourne,8,7,9,8,9,8,9,8.14
AP_paper_26,Australia,The University of Adelaide,7,8,9,7,8,8,8,8
AP_paper_26,Australia,Queensland University of Technology (QUT),8,7,9,8,9,7,8,8
AP_paper_26,Germany,Technical University of Munich,8,7,9,8,9,8,9,8.25
AP_paper_26,Germany,University of Potsdam,8,7,9,6,8,7,8,7.5
AP_paper_26,Germany,Leibniz University Hannover,8,7,9,6,9,8,8,7.875
AP_paper_26,South Africa,University of Cape Town,7,8,9,7,8,8,8,8
AP_paper_26,South Africa,University of South Africa,8,7,9,8,9,8,8,8
AP_paper_26,South Africa,University of the Free State,8,7,7,8,9,7,8,7.8
AT_paper_143,Switzerland,ETH Zurich,9,8,9,7,8,9,8,8.2
AT_paper_143,Switzerland,University of Lausanne,8,9,7,6,8,9,7,7
AT_paper_143,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,6,8,9,7,8
AT_paper_143,England,University of Cambridge,8,9,9,6,8,7,8,8
AT_paper_143,England,University of Dundee,8,7,9,5,6,8,7,7
AT_paper_143,England,University of Wolverhampton,8,9,7,6,9,8,7,7.67
AT_paper_143,China,Peking University,8,9,7,6,8,8,7,7.5
AT_paper_143,China,Dalian University of Technology,8,9,7,6,7,8,7,7.33
